# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not like the selection offered by the campus food pantry"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","New Mexico Institute of Mining and Technology","36","26","24","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"Please select the reasons for not visiting the campus food pantry.","New Mexico Junior College","40","34","32","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I visit another food pantry/food bank in my community,The items available at the campus food pantry do not align with my dietary needs (vegetarian, vegan, halal, kosher, etc.)"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","New Mexico State University, Alamogordo","33","26","24","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","New Mexico State University, Grants","18","11","9","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"Please select the reasons for not visiting the campus food pantry.","New Mexico State University, Las Cruces","103","91","81","Other students need this help more than I do"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","Other students need this help more than I do"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies,Other"
"","","","","","I visit another food pantry/food bank in my community"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The hours of operation for the campus food pantry do not work for me"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","Northern New Mexico College","22","16","14","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","San Juan College","118","108","103","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not like the selection offered by the campus food pantry"
"","","","","","The location is inconvenient,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I visit another food pantry/food bank in my community"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","Santa Fe Community College","47","42","38","The hours of operation for the campus food pantry do not work for me"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","Southeast New Mexico College","27","14","12","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"Please select the reasons for not visiting the campus food pantry.","University of New Mexico, Albuquerque","328","308","282","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient,The hours of operation for the campus food pantry do not work for me"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do,I don't want other people to see me and know that I am food insecure"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies,Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","The location is inconvenient"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","Other students need this help more than I do"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
"","","","","","I do not need assistance with obtaining food and household supplies"
